station,sample,split,timestamp,value,hasrain,text
USW00012839,8,output,2020-05-01 01:00:00,23.9,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 02:00:00,23.9,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 03:00:00,23.9,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 04:00:00,23.3,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 05:00:00,22.75,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 06:00:00,22.2,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 07:00:00,21.266666666666666,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 08:00:00,20.333333333333332,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 09:00:00,19.4,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 10:00:00,19.23333333333333,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 11:00:00,19.066666666666666,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 12:00:00,18.9,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
USW00012839,8,output,2020-05-01 13:00:00,20.366666666666667,False,"The following events were reported: Thunderstorm Wind. These occurred near station USW00012839, approximately 10.1239 km away, between 2020-04-30 12:35:00 and 2020-04-30 13:13:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000.0 and crop damage of 2000.0. Episode Narrative: A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida. A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. Event Narrative: Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media. Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah. Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport. Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp. A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet. Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue. A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection. National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage."
